id,sku,prodcut_name,short_description,price,list_price,is_authentic,is_freeship_xtra,is_hero,discount,discount_rate,rating_average,review_count,favourite_count,inventory_status,sold_count,category_id,category_name,brand_id,brand_name,battery_capacity,brand_country,cpu_speed,ram,has_5g,sim_slot,product_weight,rom,number_options,warranty_time,warranty_type,warranty_place,return_policy
273559020,7947353971950,Máy tính bảng Kindle Fire HD10 2023 13th - 32Gb - Hàng chính hãng,Máy tính bảng Kindle Fire 13th – Cho Từng Trải Nghiệm Hoàn HảoMáy tính bảng Kindle Fire HD 13th là bản nâng cấp nhẹ của phiên bản năm Kindle Fire 2021 (thế hệ 11) với khá nhiều điểm nổi trội.Thiết k...,3590000,3590000,True,True,False,0,0,0.0,0,0,available,3.0,1794,Máy tính bảng,147856,Kindle,Up to 13 hours,Mỹ,Octa-core processor - 2x Arm Cortex-A76 up to 2.05 Ghz and 6x Arm Cortex A55 up to 2Ghz,3GB,Không,NULL,NULL,NULL,3.0,12 Tháng,Điện tử,Bảo hành bởi nhà bán hàng thông qua Tiki,Đổi trả miễn phí trong 30 ngày
125182567,4604296397887,Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) - Hàng nhập khẩu,Amazon vừa chính thức ra mắt thế hệ tiếp theo của dòng máy đọc sách Kindle Paperwhite.Kindle Paperwhite 5 (hay Kindle Paperwhite 11th Gen) là phiên bản thay thế cho chiếc Kindle Paperwhite 4 đã ra ...,4090000,4590000,True,True,False,500000,11,5.0,396,0,available,1518.0,28856,Máy đọc sách,147856,Kindle,NULL,NULL,NULL,NULL,Không,NULL,205g,NULL,3.0,12 Tháng,Hóa đơn,Bảo hành bởi nhà bán hàng thông qua Tiki,Đổi trả miễn phí trong 30 ngày
273559306,7948776540125,Máy tính bảng Kindle Fire Max 11 inch - 13th - 2023 - Ram 4Gb - Hàng chính hãng,"Kindle Fire Max 11 – Tinh hoa hội tụKindle Fire Max 11 – Một thế hệ máy tính mới của Amazon vừa ra mắt vào tháng 6 năm 2023. Với màn hình lớn nhất và cấu hình mạnh nhất từ ​​trước đến nay, đây là một...",5150000,5590000,True,True,False,440000,8,0.0,0,0,available,1.0,1794,Máy tính bảng,147856,Kindle,"Thời lượng pin cà ngày - Lên đến 14 giờ đọc, duyêt web, xem video và nghe nhạc",Mỹ, Bộ xử lý Octa-core - 2x Arm Cortex-A78 lên đến 2.2Ghz và 6xArm Cortex A55 lên đến 2Ghz,4 GB,KHÔNG,NULL,490 grams,NULL,,12 Tháng,Điện tử,Bảo hành bởi nhà bán hàng thông qua Tiki,Đổi trả miễn phí trong 30 ngày
217640502,8360230896751,Máy đọc sách Kindle Scribe - Hàng chính hãng,"Đọc và viết tự nhiên như khi làm trên giấyVới màn hình E-ink 10,2 inch, độ phân giải 300 ppi chống lóa. Kindle Scribe hoàn hảo để đọc và viết, ngay cả dưới ánh sáng mặt trời. Màn hình lớn cung cấp ch...",12590000,12990000,True,True,True,400000,3,0.0,0,0,available,6.0,28856,Máy đọc sách,147856,Kindle,NULL,Mỹ,NULL,NULL,Không,NULL,433g,NULL,1.0,12 Tháng,Điện tử,Bảo hành bởi nhà bán hàng thông qua Tiki,Đổi trả miễn phí trong 30 ngày
217706932,8671886696124,Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) và Bao da - Hàng nhập khẩu,Amazon vừa chính thức ra mắt thế hệ tiếp theo của dòng máy đọc sách Kindle Paperwhite.Kindle Paperwhite 5 (hay Kindle Paperwhite 11th Gen) là phiên bản thay thế cho chiếc Kindle Paperwhite 4 đã ra ...,4090000,4490000,True,True,False,400000,9,5.0,127,0,available,486.0,1789,Điện Thoại - Máy Tính Bảng,147856,Kindle,NULL,Mỹ,NULL,NULL,Không,NULL,205g,NULL,6.0,12 Tháng,Hóa đơn,Bảo hành bởi nhà bán hàng thông qua Tiki,Đổi trả miễn phí trong 30 ngày
273252926,8029011002543,Điện Thoại Oppo A18 (4GB/128GB) - Hàng Chính Hãng,"Thiết kế trẻ trung, chuyển màu huyền ảoMặc dù có mức giá phải chăng nhưng OPPO A18 đã được nhà sản xuất tạo hình cực kỳ trẻ trung hiện đại. Mặt lưng và khung viền của điện thoại được thiết kế vát phẳ...",3250000,3990000,True,False,True,740000,19,5.0,23,0,available,10192.0,1795,Điện thoại Smartphone,25643,OPPO, 5000 mAh,Trung Quốc,2 nhân 2.0 GHz &amp; 6 nhân 1.8 GHz,4GB,Không,2,NULL,128GB,2.0,12 Tháng,Điện tử,Bảo hành bởi nhà bán hàng thông qua Tiki,Đổi trả miễn phí trong 30 ngày
270975124,7692669431564,Điện Thoại Oppo A58 6GB/128GB - Hàng Chính Hãng ,"OPPO A58 - chiếc điện thoại kế nhiệm nhà OPPO dự kiến sẽ có những thiết kế nổi bật ngoài sự mong đợi. Điện thoại sở hữu cấu hình ấn tượng với chip Dimensity 700 và khả năng đa nhiệm của RAM 8G, bộ nhớ...",4090000,4990000,True,False,True,900000,18,5.0,53,0,available,5717.0,1795,Điện thoại Smartphone,25643,OPPO,5000 mAh,NULL,2.0 GHz,6 GB,Không,2 sim,192 g,128 GB,2.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
184059211,3643515408223,Apple iPhone 13,iPhone 13. Hệ thống camera kép tiên tiến nhất từng có trên iPhone. Chip A15 Bionic thần tốc. Bước nhảy vọt về thời lượng pin. Thiết kế bền bỉ. Mạng 5G siêu nhanh.1 Cùng với màn hình Super Retina XDR s...,13490000,24990000,True,False,True,11500000,46,5.0,1942,0,available,7310.0,1795,Điện thoại Smartphone,17827,Apple,3240 mAh,Mỹ,3.22 GHz,4 GB,Có,NULL,173 g,128GB,5.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
274037365,6487192344365,Điện Thoại POCO C65 (8GB/256GB) - Hàng Chính Hãng,"Công nghệ, thời thượng, siêu trải nghiệmXiaomi POCO C65 đang là điểm nhấn công nghệ được nhiều người dùng quan tâm trong thời gian gần đây. Với hàng loạt sự nổi bật về thiết kế, cấu hình cũng như hiệ...",2990000,3590000,True,False,True,600000,17,4.8,64,0,available,10642.0,1795,Điện thoại Smartphone,406575,POCO,5000 mAh,Trung Quốc,Arm Cortex-A75 @ 2.0GHz/  Arm Cortex-A55 @ 1.8GHz,8GB,Không,2,NULL,256GB,3.0,18 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
271973414,7601310945460,Apple iPhone 15 Pro Max,"Nội dung quảng cáoGiờ đây với thiết kế titan nhẹ và bền chắc, cùng chip A17 Pro cho khả năng đa nhiệm khủng. Bắt trọn những khoảnh khắc đặc biệt khi đang di chuyển với hệ thống camera chuyên nghiệp l...",28490000,33490000,True,False,True,5000000,15,5.0,219,0,available,3258.0,1795,Điện thoại Smartphone,17827,Apple,4422 mAh,Mỹ,3.78 GHz,8 GB,Có,NULL,221 g,1 TB,4.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
217645692,6487670580863,Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) - 16Gb và Bao da - Hàng nhập khẩu,Amazon vừa chính thức ra mắt thế hệ tiếp theo của dòng máy đọc sách Kindle Paperwhite.Kindle Paperwhite 5 (hay Kindle Paperwhite 11th Gen) là phiên bản thay thế cho chiếc Kindle Paperwhite 4 đã ra ...,4090000,4490000,True,True,False,400000,9,4.8,5,0,available,17.0,28856,Máy đọc sách,147856,Kindle,NULL,Mỹ,NULL,NULL,Không,NULL,205g,NULL,4.0,12 Tháng,Điện tử,Bảo hành bởi nhà bán hàng thông qua Tiki,Đổi trả miễn phí trong 30 ngày
271362153,1176146850399,"Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) và Bao da FOR KIDS (Bản KIDS, Không Quảng Cáo) - Hàng chính hãng",Amazon vừa chính thức ra mắt thế hệ tiếp theo của dòng máy đọc sách Kindle Paperwhite.Kindle Paperwhite 5 (hay Kindle Paperwhite 11th Gen) là phiên bản thay thế cho chiếc Kindle Paperwhite 4 đã ra ...,4290000,4290000,True,True,False,0,0,5.0,1,0,available,7.0,28856,Máy đọc sách,147856,Kindle,NULL,Mỹ,NULL,NULL,Không,NULL,205g,NULL,6.0,12 Tháng,Điện tử,Bảo hành bởi nhà bán hàng thông qua Tiki,Đổi trả miễn phí trong 30 ngày
274037360,1502235706971,Điện Thoại POCO C65 (6GB/128GB) - Hàng Chính Hãng,"Công nghệ, thời thượng, siêu trải nghiệmXiaomi POCO C65 đang là điểm nhấn công nghệ được nhiều người dùng quan tâm trong thời gian gần đây. Với hàng loạt sự nổi bật về thiết kế, cấu hình cũng như hiệ...",2690000,3090000,True,False,True,400000,13,4.8,39,0,available,13647.0,1795,Điện thoại Smartphone,406575,POCO,5000 mAh,Trung Quốc,Arm Cortex-A75 @ 2.0GHz/  Arm Cortex-A55 @ 1.8GHz,6GB,Không,2,NULL,128GB,2.0,18 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
135332196,7515805857971,Điện Thoại Nokia C20 2GB/16GB - Hàng Chính Hãng,"Thiết Kế Bền Bỉ Theo Thời Gian- Nokia C20 có thiết kế theo phong cách cổ điển, lịch lãm của thương hiệu đến từ Bắc Âu.- Chiếc điện thoại của chúng ta không chỉ đẹp mà còn chế tác từ lớp vỏ polycarbo...",1050000,2290000,True,False,True,1240000,54,4.8,154,0,available,802.0,1795,Điện thoại Smartphone,19673,Nokia,2950 mAh,NULL,4 nhân 1.6 GHz & 4 nhân 1.2 GHz,2GB,Không,2,191g,16GB,1.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
184036446,9320936798992,Apple iPhone 11,"Nội dung về tính năngQuay video 4K, chụp ảnh chân dung tuyệt đẹp và chụp phong cảnh rộng với hệ thống camera kép hoàn toàn mới. Chụp ảnh tối ưu trong điều kiện ánh sáng yếu với chế độ Ban Đêm. Xem ản...",8290000,12990000,True,False,True,4700000,36,4.8,3057,0,available,14401.0,1795,Điện thoại Smartphone,17827,Apple,3110 mAh,Mỹ,2 nhân 2.65 GHz & 4 nhân 1.8 GHz,4 GB,Có,NULL,194 g,128GB,4.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
275583801,1282851867319,Điện thoại Xiaomi Redmi Note 13 (8GB/128GB) - Hàng chính hãng,"Thiết kế đổi mới cùng độ mỏng ấn tượng 7.97 mmThiết kế của Redmi Note 13 mang đậm dấu ấn của sự tinh tế và sang trọng. Máy sở hữu một hình dáng vuông vức, với khung viền và mặt lưng được chế tạo độc ...",4290000,4990000,True,False,True,700000,14,5.0,17,0,available,82.0,1795,Điện thoại Smartphone,25422,Xiaomi, 5000 mAh,Trung Quốc,2.8 GHz,8GB,Không,2,NULL,128GB,3.0,18 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
273951550,6075632127726,Điện Thoại Samsung Galaxy A15 LTE (8GB/128GB)- Đã Kích Hoạt Bảo Hành Điện tử - Hàng Chính Hãng,"Thiết kế và Màn hìnhĐiện Thoại Samsung Galazy A15 LTE (8GB/128GB) thiết kế viền nổi độc đáo Key Island, mang lại trải nghiệm cầm nắm khác biệt, chắc chắn và dễ dàng.Màn hình Super AMOLED 90Hz cho t...",3990000,4990000,True,False,True,1000000,20,4.8,48,0,available,266.0,1795,Điện thoại Smartphone,18802,Samsung,5000 mAh,Hàn Quốc, 2 GHz,8GB,Có,2,200g,128GB,2.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
120295859,8479763016056,Điện Thoại Nokia C30 (2GB/32GB) - Hàng Chính Hãng,"Nokia C30 là dòng smartphone giá rẻ được Nokia chăm chút và đầu tư kỹ lưỡng với những nâng cấp đáng kể cả về ngoại hình lẫn hiệu năng, hứa hẹn mang đến cho người dùng những trải nghiệm tuyệt vời hơn b...",1490000,1990000,True,False,True,500000,25,4.6,247,0,available,1142.0,1795,Điện thoại Smartphone,19673,Nokia,6000 mAh,Trung Quốc,4 nhân 1.6 GHz &amp; 4 nhân 1.2 GHz,2GB,Không,2,237 g,32GB,1.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
274101255,7027695045511,Máy Tính Bảng Samsung Galaxy Tab A9 Wifi 4GB/64GB - Hàng Chính Hãng,"Thiết kế tinh tế, hợp xu hướngGalaxy Tab A9 được thiết kế nguyên khối với bộ khung kim loại cùng mặt lưng phẳng, góp phần mang đến một tổng thể liền lạc thống nhất. Ngoài ra, mặt lưng này còn được ho...",2590000,3490000,True,False,True,900000,26,4.8,75,0,available,389.0,1794,Máy tính bảng,18802,Samsung, 5100 mAh,Hàn Quốc,2.2 GHz,4GB,Không,NULL,332 g,64GB,3.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
273942001,9188045788921,Điện thoại Xiaomi Redmi Note 13 (6GB/128GB) - Hàng chính hãng,"Thiết kế đổi mới cùng độ mỏng ấn tượng 7.97 mmThiết kế của Redmi Note 13 mang đậm dấu ấn của sự tinh tế và sang trọng. Máy sở hữu một hình dáng vuông vức, với khung viền và mặt lưng được chế tạo độc ...",3990000,4590000,True,False,True,600000,13,4.8,117,0,available,549.0,2,Root,25422,Xiaomi,NULL,Trung Quốc,NULL,NULL,Không,NULL,NULL,NULL,2.0,18 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
274989836,6828297701534,Điện thoại Tecno SPARK 10 Pro 8GB/128GB  Hàng chính hãng,"Thiết kế mới lạ, cấu hình mạnh mẽTECNO SPARK 10 Pro có kiểu thiết kế khá mới lạ, với cụm camera được hoàn thiện khá lớn. Bên cạnh đó, sản phẩm trang bị bộ vi xử lý khá mạnh mẽ, đáp ứng tốt cho nhu cầ...",2490000,2990000,True,False,True,500000,17,5.0,25,0,available,917.0,1795,Điện thoại Smartphone,162007,Tecno,NULL,NULL,NULL,NULL,Không,2,191 g,NULL,1.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
270977740,8148891524434,Điện thoại Samsung Galaxy A54 5G - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,...,5990000,10490000,True,False,True,4500000,43,5.0,21,0,available,76.0,1795,Điện thoại Smartphone,18802,Samsung,NULL,NULL,NULL,NULL,Không,NULL,NULL,NULL,2.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
275237083,3460215235827,Điện thoại Nokia 3210 - Hàng Chính Hãng,"Phong cách retro kết hợp gam màu hiện đạiLiếc nhìn Nokia 3210 4G, bạn có thể nhận ra ngay nét đẹp hoài niệm với kiểu dáng thân máy quen thuộc. Phong cách retro kinh điển từng giúp phiên bản ra mắt nă...",1490000,1590000,True,False,True,100000,6,5.0,11,0,available,119.0,1789,Điện Thoại - Máy Tính Bảng,19673,Nokia,	1450 mAh,Trung Quốc,NULL,NULL,Không,NULL,	200 g,NULL,1.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
271046571,5969003526113,Điện thoại Xiaomi Redmi Note 12 (8GB/128GB) - Hàng chính hãng,"Vẻ ngoài thời trang cùng màu sắc mới mẻRedmi Note 12 được tạo hình bằng một vẻ ngoài quen thuộc với các cạnh cùng hai mặt vát phẳng tinh tế, những vị trí giao nhau giữa mặt lưng và bộ khung cũng sẽ đ...",3790000,4530000,True,False,True,740000,16,4.8,168,0,available,1329.0,1795,Điện thoại Smartphone,25422,Xiaomi,5000 mAh,Trung Quốc,2.8 GHz,8GB,x,2 sim,183.5 g,128GB,4.0,18 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
183330021,7453477983299,"Apple iPad 10.2-inch (9th Gen) Wi-Fi, 2021","Nội dung quảng cáoMạnh mẽ. Dễ sử dụng. Linh hoạt. iPad có màn hình Retina 10.2 inch tuyệt đẹp, chip A13 Bionic mạnh mẽ, camera trước Ultra Wide có tính năng Trung Tâm Màn Hình, tương thích với Apple ...",6990000,10990000,True,False,True,4000000,36,5.0,1013,0,available,3537.0,1789,Điện Thoại - Máy Tính Bảng,17827,Apple,32.4 Wh,Mỹ,4 x 2.5 GHz Vortex + 4 x 1.6 GHz Tempest,3GB,Không,NULL,490g,64 GB,2.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
214756058,5239906950205,Máy đọc sách New Kindle 11th 2022 (16GB) - Hàng chính hãng,"Sản phẩm đầu tiên thuộc dòng basic có độ phân giải 300ppiMáy đọc sách New Kindle 11th 2022 (16GB) được nâng cấp với màn hình độ phân giải 300ppi (so với 167ppi) của đời trước, cổng kết nối USB-Type C...",2890000,3190000,True,False,True,300000,9,5.0,119,0,available,684.0,1789,Điện Thoại - Máy Tính Bảng,147856,Kindle,NULL,Mỹ,NULL,NULL,Không,NULL,0.158kg,NULL,1.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
275263668,7644085223849,Điện thoại Samsung Galaxy A15 (8GB/256GB)  - Đã kích hoạt bảo hành điện tử - Hàng Chính Hãng,"Vẻ ngoài trẻ trung thổi tung cá tínhVẫn là một phong cách thiết kế quen thuộc như phiên bản tiền nhiệm, Samsung Galaxy A15 với màu sắc trẻ trung, lối thiết kế hiện đại khi các góc được bo tròn một cá...",4290000,5590000,True,False,False,1300000,23,5.0,14,0,available,93.0,1795,Điện thoại Smartphone,18802,Samsung,5000 mAh,Trung Quốc,2 GHz,8GB,Không,2,200g,256GB,2.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
205815576,7521531234052,"Apple iPad 10.9-inch (10th Gen) Wi-Fi, 2022","Nội dung quảng cáoĐược thiết kế lại đầy màu sắc và giàu năng lực hơn bao giờ hết. Với chip A14 Bionic mạnh mẽ, các nhà giáo dục có thể giúp học sinh làm mọi việc từ phác thảo ý tưởng đến học lập trìn...",9490000,10990000,True,False,True,1500000,14,5.0,87,0,available,351.0,1794,Máy tính bảng,17827,Apple,28.6 Wh (~ 7587 mAh),Mỹ,2 nhân 3.1 GHz &amp; 4 nhân 1.8 GHz, 4 GB,Không,NULL,466g,64GB/256GB,3.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
275585819,6331597542494,Máy tính bảng Máy tính bảng Alcatel Tab 3T8 (2GB/32GB) - Hàng chính hãng,"Thiết kế cứng cápMáy tính bảng Alcatel 3T8 mỏng nhẹ với khối lượng 290 g, là người bạn lý tưởng khi bạn di chuyển. Màu sắc tinh tế cùng lớp nhám mờ hoàn thiện đặc biệt giúp bạn trông đẹp mắt ở bất cứ...",890000,1290000,True,False,True,400000,31,4.7,14,0,available,52.0,1794,Máy tính bảng,31978,Alcatel, 4080 mAh,Trung Quốc,2 GHz,2GB,Không,1,290 g, 32 GB,2.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
275492145,4137692224771,Máy đọc sách Boox Go 10.3 - Hàng chính hãng,"Tận hưởng mọi chuyến đi Sử dụng thoải mái Boox Go 10.3 ở bất cứ nơi đâu bạn đến. Nhẹ hơn, tối giản hơn 4,6mmMỏng hơn với nhiều tính năng hơn 375gDễ dàng mang theo khắp mọi nơi Trải nghiệm nh...",10890000,14390000,True,False,True,3500000,24,5.0,2,0,available,13.0,28856,Máy đọc sách,183637,Onyx Boox,NULL,Trung Quốc,NULL,NULL,Không,NULL,365g,NULL,,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
197214029,1840508024491,Apple iPhone 14,"Nội dung quảng cáoiPhone 14. Với hệ thống camera kép tiên tiến nhất từng có trên iPhone. Chụp những bức ảnh tuyệt đẹp trong điều kiện từ thiếu sáng đến dư sáng. Phát hiện Va Chạm,1 một tính năng an t...",16490000,24990000,True,False,True,8500000,34,5.0,152,0,available,628.0,1795,Điện thoại Smartphone,17827,Apple,3279 mAh,Mỹ,3.22GHz,6 GB,Có,NULL,172 g,128GB,2.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
275786792,3515315996585,Điện thoại ZTE Blade A55 4GB/64GB - Hàng Chính Hãng ,"ZTE Blade A55 là một sự lựa chọn tuyệt vời trong phân khúc giá rẻ với kết hợp hoàn hảo giữa thiết kế mỏng nhẹ và hiệu năng ấn tượng. Với màn hình rộng, cụm camera lớn và thời lượng pin dài, chiếc điện...",1750000,2090000,True,False,False,340000,16,5.0,3,0,available,19.0,1795,Điện thoại Smartphone,49994,ZTE,NULL,NULL,NULL,NULL,Không,NULL,NULL,NULL,1.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
125182567,4604296397887,Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) - Hàng nhập khẩu,Amazon vừa chính thức ra mắt thế hệ tiếp theo của dòng máy đọc sách Kindle Paperwhite.Kindle Paperwhite 5 (hay Kindle Paperwhite 11th Gen) là phiên bản thay thế cho chiếc Kindle Paperwhite 4 đã ra ...,4090000,4590000,True,True,False,500000,11,5.0,396,0,available,1518.0,28856,Máy đọc sách,147856,Kindle,NULL,NULL,NULL,NULL,Không,NULL,205g,NULL,3.0,12 Tháng,Hóa đơn,Bảo hành bởi nhà bán hàng thông qua Tiki,Đổi trả miễn phí trong 30 ngày
274681250,7203423874221,Điện Thoại Samsung Galaxy A55 5G (8GB/128GB)- Đã Kích Hoạt Điện Tử- Hàng Chính Hãng,"Sự kết hợp hoàn hảo giữa sắc màu và khung máy bền bỉTrên tay Samsung A55, người dùng sẽ có ấn tượng mạnh bởi đa sắc màu trẻ trung, thời thượng kết hợp với khung máy kim loại bền bỉ. Phần mặt sau và m...",8490000,9990000,True,False,True,1500000,15,5.0,22,0,available,67.0,1795,Điện thoại Smartphone,18802,Samsung,5000 mAh,Hàn Quốc,4 nhân 2.7 GHz &amp; 4 nhân 2 GHz,8GB,Có,2,213 g,128GB,2.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
274681248,6281397654457,Điện Thoại Samsung Galaxy A35 5G (8GB/128GB)- Đã Kích Hoạt Điện Tử- Hàng Chính Hãng,"Ấn tượng bởi chất liệu cao cấp, thiết kế trẻ trungChất liệu kính Corning Gorilla Victus+ cao cấp, khung phẳng trên Điện Thoại Samsung Galaxy A35 5G tạo nên vẻ ngoài sang trọng, hiện đại nhưng không k...",6850000,8290000,True,False,True,1440000,17,4.7,19,0,available,77.0,1795,Điện thoại Smartphone,18802,Samsung,5000 mAh,Hàn Quốc,4 nhân 2.4 GHz &amp; 4 nhân 2 GHz,8GB,Có,2,209 g,128GB,2.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
257683120,9261782393552,Điện thoại Samsung Galaxy A23 5G (4GB/128GB) - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,"Ngoại hình trẻ trung đầy cá tínhChiếc điện thoại này sử dụng kiểu dáng thiết kế quen thuộc đến từ các phiên bản điện thoại Galaxy dòng A trước đó, mặt lưng được làm có hơi bo cong về phía trước làm c...",3590000,5990000,True,False,False,2400000,40,5.0,2,0,available,13.0,1789,Điện Thoại - Máy Tính Bảng,18802,Samsung,NULL,NULL,NULL,NULL,Không,NULL,NULL,NULL,2.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
275786395,6785455745521,Điện thoại ZTE Blade A35 4GB/64GB - Hàng Chính Hãng,"Thiết Kế Thời Thượng:ZTE Blade A35 sở hữu thiết kế mỏng nhẹ, thời trang với hai màu sắc đen và xanh, mang dáng dấp của những chiếc smartphone hottrend hiện nay. Dù thuộc phân khúc giá trung bình thấp,...",1599000,1890000,True,False,False,291000,15,0.0,0,0,available,12.0,1795,Điện thoại Smartphone,49994,ZTE,NULL,NULL,NULL,NULL,Không,NULL,NULL,NULL,2.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
275778981,8944333692313,Điện thoại Tecno Pova 6 8GB/256GB - Hàng Chính Hãng,...,5290000,6490000,True,False,False,1200000,18,5.0,2,0,available,2.0,1795,Điện thoại Smartphone,162007,Tecno,NULL,NULL,NULL,NULL,Không,NULL,NULL,NULL,3.0,12 Tháng,Điện tử,Bảo hành bởi nhà bán hàng thông qua Tiki,Đổi trả miễn phí trong 30 ngày
275510579,6679889211688,Điện thoại OPPO Reno12F 5G (8GB/256GB) - Hàng Chính Hãng,Giới thiệu Điện thoại OPPO Reno12 F 5G có dung lượng lưu trữ 8GB+256GB kết hợp chipset MediaTek D6300 đem đến sự ổn định để xử lý các tác vụ khác nhau. Với camera sau độ phân giải cao lên đến 50 MP v...,9450000,9490000,True,False,True,40000,0,0.0,0,0,available,2.0,1795,Điện thoại Smartphone,25643,OPPO,5000 mAh,Trung Quốc, 8 cores,8GB,Không,2,187gr,256GB,2.0,12 Tháng,Hóa đơn,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
270707514,5908533103176,Máy Đọc Sách BOOX Tab Mini C - Hàng Chính Hãng,"Hiệu năng tuyệt vời trong một thiết kế nhỏ gọnMáy Đọc Sách BOOX Tab Mini C chỉ đơn giản là nâng trải nghiệm đọc và ghi chú lên một cấp độ hoàn toàn mới với công nghệ màn hình màu tiên tiến nhất, phần...",11690000,12990000,True,False,True,1300000,10,5.0,1,0,available,25.0,28856,Máy đọc sách,183637,Onyx Boox,NULL,Mỹ,NULL,NULL,Không,NULL,264g,NULL,,12 Tháng,Điện tử,Bảo hành bởi nhà bán hàng thông qua Tiki,Đổi trả miễn phí trong 30 ngày
274069052,2875060612299,Điện Thoại Xiaomi Redmi Note 12 Pro 4G 8GB/256GB - Hàng Chính Hãng,"Mới đây nhà Xiaomi cũng đã tiếp tục cho ra mắt mẫu điện thoại mới của mình trong năm 2023 với tên gọi . Được định hình là dòng sản phẩm thuộc phân khúc tầm trung, sở hữu nhiều ưu điểm về thiết kế, hiệ...",5500000,7990000,True,False,True,2490000,31,4.8,6,0,available,700.0,1795,Điện thoại Smartphone,25422,Xiaomi,5000 mAh,Trung Quốc,2 nhân 2.2 GHz &amp; 6 nhân 1.8 GHz,8GB,Không,2,200g,256GB,1.0,18 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
270512785,3995297961679,Điện thoại Nokia 105 4G Pro - Hàng chính hãng,"Màn hình: IPS LCD 1.77''Danh bạ: 2000 sốRadio FM: FM không cần tai ngheMạng di động: Hỗ trợ 4GGiao diện trực quan, dễ sử dụngBàn phím rời với độ đàn hồi tốtCổng kết nối/sạc: Micr...",849000,849000,True,True,False,0,0,5.0,1,0,available,16.0,1796,Điện thoại phổ thông,19673,Nokia,NULL,NULL,NULL,NULL,Không,NULL,NULL,NULL,2.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
271966786,3577192583861,Apple iPhone 15,"Nội dung quảng cáoiPhone 15 sở hữu Dynamic Island, camera Chính 48MP và USB-C trong thiết kế bằng kính pha màu và nhôm bền bỉ. Tính năng nổi bậtDYNAMIC ISLAND RA MẮT TRÊN IPHONE 15 — Dynamic Isla...",19490000,22490000,True,False,True,3000000,13,5.0,94,0,available,507.0,1795,Điện thoại Smartphone,17827,Apple,3349 mAh,Mỹ,3.46 GHz,6 GB,Có,NULL,171 g,128 GB,3.0,12 Tháng,Điện tử,Bảo hành chính hãng,Đổi trả miễn phí trong 30 ngày
